date,open,high,low,close,adj_close,volume
2023-01-23,105.5700,106.2000,105.4900,105.7000,92.5584,12961500
2023-01-24,106.1200,107.4500,105.3900,107.2200,93.8894,16417200
2023-01-25,107.3700,107.9100,106.6400,107.4800,94.1171,11906500
2023-01-26,107.1400,107.6500,106.4900,106.9800,93.6792,15549400
2023-01-27,106.1900,106.9600,106.1100,106.7100,93.4428,11845500
2023-01-30,106.4600,107.1600,106.1900,106.3200,93.1013,11459700
2023-01-31,106.9800,107.2800,105.8700,107.1700,93.8456,13705300
2023-02-01,107.5500,108.5900,106.4200,108.1800,94.9738,25305800
2023-02-02,108.9200,109.3500,108.0900,108.3200,95.0966,19548400
2023-02-03,106.7700,107.1100,106.0800,106.7000,93.6744,20619500
2023-02-06,105.7500,106.3100,105.6800,105.9100,92.9809,15182400
2023-02-07,105.3300,106.2300,105.0000,105.0600,92.2346,18290300
2023-02-08,105.0400,105.5800,104.3900,105.5600,92.6736,13530700
2023-02-09,106.4700,106.6200,104.3900,104.5600,91.7957,20469900
2023-02-10,104.4000,104.4400,103.1200,103.3900,90.7685,16598300
2023-02-13,103.7100,104.4200,103.5800,104.2600,91.5323,13134300
2023-02-14,104.2000,104.8300,103.1400,104.0200,91.3216,15440300
2023-02-15,103.5500,103.9500,102.5000,103.0500,90.4700,15246900
2023-02-16,102.0700,102.2200,101.3300,101.5900,89.1882,19267300
2023-02-17,101.1000,102.3800,100.9700,102.3800,89.8818,19560900
2023-02-21,101.0100,101.2000,100.2800,100.3900,88.1347,22728000
2023-02-22,100.9900,101.6900,100.9500,101.3100,88.9424,15165400
2023-02-23,101.5400,102.5900,101.4700,102.3000,89.8116,15829100
2023-02-24,101.4400,101.8000,100.5600,100.9700,88.6439,21403600
2023-02-27,101.2900,101.7000,100.9100,101.2500,88.8897,14209200
2023-02-28,100.5700,101.7200,100.2800,101.7100,89.2936,14955700
2023-03-01,100.8200,101.0300,99.9600,100.3700,88.3343,19000000
2023-03-02,99.0600,99.6500,98.8800,99.4800,87.5510,23763600
2023-03-03,100.9300,101.9000,100.5700,101.8900,89.6720,30877300
2023-03-06,102.2200,102.3400,100.9900,101.1000,88.9768,16631900
2023-03-07,101.4600,102.3700,100.8800,101.7200,89.5224,23096500
2023-03-08,102.4000,102.9700,101.4200,101.8200,89.6104,20252400
2023-03-09,101.5500,102.5200,101.3300,102.0700,89.8304,21550400
2023-03-10,104.0300,105.6900,104.0000,105.5900,92.9283,43921500
2023-03-13,108.2000,109.1000,105.0400,105.8300,93.1395,51502500
2023-03-14,105.1400,105.6100,103.7500,104.0900,91.6082,38417800
2023-03-15,106.7800,107.7100,105.3500,106.1000,93.3772,45164100
2023-03-16,107.3800,108.0300,105.0400,105.2700,92.6467,43089300
